year,player,finish,r1_score,r2_score,r3_score,r4_score,total_score,prize_money,points
2011,Brandt Snedeker,T15,69,71,74,70,284,"$128,000 ",57
2011,Ricky Barnes,T20,68,71,75,71,285,"$93,200 ",49.5
2011,Ryo Ishikawa,T20,71,71,73,70,285,"$93,200 ",0
2011,Martin Laird,T20,74,69,69,73,285,"$93,200 ",49.5
2011,Y.E. Yang,T20,67,72,73,73,285,"$93,200 ",49.5
2011,Jim Furyk,T24,72,68,74,72,286,"$70,400 ",46
2011,David Toms,T24,72,69,73,72,286,"$70,400 ",46
2011,Gary Woodland,T24,69,73,74,70,286,"$70,400 ",46
2011,Charley Hoffman,T27,74,69,72,72,287,"$54,400 ",40.5
2011,Miguel Angel Jiménez,T27,71,73,70,73,287,"$54,400 ",0
2011,Robert Karlsson,T27,72,70,74,71,287,"$54,400 ",40.5
2011,Matt Kuchar,T27,68,75,69,75,287,"$54,400 ",40.5
2011,Phil Mickelson,T27,70,72,71,74,287,"$54,400 ",40.5
2011,Ian Poulter,T27,74,69,71,73,287,"$54,400 ",40.5
2011,Alvaro Quiros,T27,65,73,75,74,287,"$54,400 ",0
2011,Hideki Matsuyama,T27,72,73,68,74,287,,0
2011,Alex Cejka,T35,72,71,75,70,288,"$43,200 ",35
2011,Sergio Garcia,T35,69,71,75,73,288,"$43,200 ",35
2011,Ryan Moore,T35,70,73,72,73,288,"$43,200 ",35
2011,Paul Casey,T38,70,72,76,71,289,"$36,800 ",31.5
2011,Rickie Fowler,T38,70,69,76,74,289,"$36,800 ",31.5
2011,Dustin Johnson,T38,74,68,73,74,289,"$36,800 ",31.5
2011,Bubba Watson,T38,73,71,67,78,289,"$36,800 ",31.5
2011,Bill Haas,T42,74,70,74,72,290,"$32,000 ",28.5
2011,Steve Marino,T42,74,71,72,73,290,"$32,000 ",28.5
2011,K.T. Kim,T44,70,75,78,68,291,"$28,800 ",0
2011,Jeff Overton,T44,73,72,72,74,291,"$28,800 ",26.5
2011,Nick Watney,46,72,72,75,73,292,"$26,400 ",25
2011,Aaron Baddeley,T47,75,70,74,74,293,"$24,000 ",23.5
2011,Ernie Els,T47,75,70,76,72,293,"$24,000 ",23.5
2011,Camilo Villegas,49,70,75,73,76,294,"$21,920 ",22
2011,Robert Allenby,CUT,75,71,--,--,146,,0
2011,Stewart Cink,CUT,71,75,--,--,146,,0
2011,Tim Clark,CUT,73,73,--,--,146,,0
2011,Lucas Glover,CUT,75,71,--,--,146,,0
2011,Zach Johnson,CUT,73,73,--,--,146,,0
2011,Anthony Kim,CUT,73,73,--,--,146,,0
2011,Hunter Mahan,CUT,75,71,--,--,146,,0
2011,Francesco Molinari,CUT,75,71,--,--,146,,0
2011,Sean O'Hair,CUT,70,76,--,--,146,,0
2011,Stuart Appleby,CUT,75,72,--,--,147,,0
2011,Jerry Kelly,CUT,74,73,--,--,147,,0
2011,Graeme McDowell,CUT,74,73,--,--,147,,0
2011,Kevin Na,CUT,73,74,--,--,147,,0
2011,Mark Wilson,CUT,76,71,--,--,147,,0
2011,Jason Bohn,CUT,73,75,--,--,148,,0
2011,David Chung,CUT,72,76,--,--,148,,0
2011,Ben Crane,CUT,73,75,--,--,148,,0
2011,Retief Goosen,CUT,70,78,--,--,148,,0
2011,Peter Hanson,CUT,72,76,--,--,148,,0
2011,Yuta Ikeda,CUT,74,74,--,--,148,,0
2011,Lion Kim,CUT,76,72,--,--,148,,0
2011,Carl Pettersson,CUT,75,73,--,--,148,,0
2011,D.A. Points,CUT,72,76,--,--,148,,0
2011,Heath Slocum,CUT,72,76,--,--,148,,0
2011,Jhonattan Vegas,CUT,72,76,--,--,148,,0
2011,Hiroyuki Fujita,CUT,70,79,--,--,149,,0
2011,Anders Hansen,CUT,72,77,--,--,149,,0
2011,Padraig Harrington,CUT,77,72,--,--,149,,0
2011,Grégory Havret,CUT,70,79,--,--,149,,0
2011,Louis Oosthuizen,CUT,75,74,--,--,149,,0
2011,Kevin Streelman,CUT,75,74,--,--,149,,0
2011,Peter Uihlein,CUT,72,77,--,--,149,,0
2011,Yeon Jin Jeong,CUT,73,77,--,--,150,,0
2011,Martin Kaymer,CUT,78,72,--,--,150,,0
2011,Larry Mize,CUT,73,77,--,--,150,,0
2011,Mark O'Meara,CUT,77,73,--,--,150,,0
2011,José María Olazábal,CUT,73,77,--,--,150,,0
2011,Rory Sabbatini,CUT,74,76,--,--,150,,0
2011,Arjun Atwal,CUT,80,71,--,--,151,,0
2011,Jonathan Byrd,CUT,73,78,--,--,151,,0
2011,Craig Stadler,CUT,80,71,--,--,151,,0
2011,Tom Watson,CUT,79,72,--,--,151,,0
2011,Davis Love III,CUT,75,77,--,--,152,,0
2011,Nathan Smith,CUT,75,77,--,--,152,,0
2011,Sandy Lyle,CUT,73,80,--,--,153,,0
2011,Vijay Singh,CUT,76,78,--,--,154,,0
2011,Ben Crenshaw,CUT,78,77,--,--,155,,0
2011,Mike Weir,CUT,76,79,--,--,155,,0
2011,Ian Woosnam,CUT,78,77,--,--,155,,0
2011,Henrik Stenson,CUT,83,74,--,--,157,,0
2010,Phil Mickelson,1,67,71,67,67,272,"$1,350,000 ",600
2010,Lee Westwood,2,67,69,68,71,275,"$810,000 ",0
2010,Anthony Kim,3,68,70,73,65,276,"$510,000 ",210
2010,K.J. Choi,T4,67,71,70,69,277,"$330,000 ",135
2010,Tiger Woods,T4,68,70,70,69,277,"$330,000 ",135
2010,Fred Couples,6,66,75,68,70,279,"$270,000 ",110
2010,Nick Watney,7,68,76,71,65,280,"$251,250 ",100
2010,Hunter Mahan,T8,71,71,68,71,281,"$225,000 ",91
2010,Y.E. Yang,T8,67,72,72,70,281,"$225,000 ",91
2010,Ricky Barnes,T10,68,70,72,73,283,"$195,000 ",79.5
2010,Ian Poulter,T10,68,68,74,73,283,"$195,000 ",79.5
2010,Miguel Angel Jiménez,T12,72,75,72,66,285,"$165,000 ",0
2010,Jerry Kelly,T12,72,74,67,72,285,"$165,000 ",70
2010,Trevor Immelman,T14,69,73,72,72,286,"$131,250 ",60.25
2010,Steve Marino,T14,71,73,69,73,286,"$131,250 ",60.25
2010,Ryan Moore,T14,72,73,73,68,286,"$131,250 ",60.25
2010,David Toms,T14,69,75,71,71,286,"$131,250 ",60.25
2010,Angel Cabrera,T18,73,74,69,71,287,"$94,500 ",51
2010,Ernie Els,T18,71,73,75,68,287,"$94,500 ",51
2010,Adam Scott,T18,69,75,72,71,287,"$94,500 ",51
2010,Heath Slocum,T18,72,73,70,72,287,"$94,500 ",51
2010,Scott Verplank,T18,73,73,73,68,287,"$94,500 ",51
2010,Tom Watson,T18,67,74,73,73,287,"$94,500 ",51
2010,Ben Crane,T24,71,75,74,68,288,"$69,000 ",46.5
2010,Matt Kuchar,T24,70,73,74,71,288,"$69,000 ",46.5
2010,Bill Haas,T26,72,70,71,76,289,"$57,750 ",44
2010,Geoff Ogilvy,T26,74,72,69,74,289,"$57,750 ",44
2010,Kenny Perry,T26,72,71,72,74,289,"$57,750 ",44
2010,Yuta Ikeda,29,70,77,72,71,290,"$53,250 ",0
2010,Jason Dufner,T30,75,72,75,69,291,"$45,563 ",38.5
2010,Søren Kjeldsen,T30,70,71,75,75,291,"$45,563 ",0
2010,Francesco Molinari,T30,70,74,75,72,291,"$45,563 ",0
2010,Sean O'Hair,T30,72,71,72,76,291,"$45,563 ",38.5
2010,Charl Schwartzel,T30,69,76,72,74,291,"$45,563 ",0
2010,Steve Stricker,T30,73,73,74,71,291,"$45,563 ",38.5
2010,Lucas Glover,T36,76,71,71,74,292,"$38,625 ",34.5
2010,Matteo Manassero,T36,71,76,73,72,292,,0
2010,Steve Flesch,T38,75,71,70,78,294,"$34,500 ",31.5
2010,Retief Goosen,T38,74,71,76,73,294,"$34,500 ",31.5
2010,Dustin Johnson,T38,71,72,76,75,294,"$34,500 ",31.5
2010,Camilo Villegas,T38,74,72,71,77,294,"$34,500 ",31.5
2010,Zach Johnson,42,70,74,76,75,295,"$30,750 ",29
2010,Robert Karlsson,T43,71,72,77,76,296,"$28,500 ",0
2010,Mike Weir,T43,71,72,76,77,296,"$28,500 ",27.5
2010,Robert Allenby,T45,72,75,78,73,298,"$24,750 ",25
2010,Chad Campbell,T45,79,68,80,71,298,"$24,750 ",25
2010,Sergio Garcia,T45,74,70,76,78,298,"$24,750 ",25
2010,Nathan Green,48,72,75,80,75,302,"$21,750 ",23
2010,Tim Clark,CUT,75,73,--,--,148,,0
2010,Ben Curtis,CUT,73,75,--,--,148,,0
2010,Ryo Ishikawa,CUT,72,76,--,--,148,,0
2010,Larry Mize,CUT,76,72,--,--,148,,0
2010,John Senden,CUT,71,77,--,--,148,,0
2010,Luke Donald,CUT,74,75,--,--,149,,0
2010,Soren Hansen,CUT,74,75,--,--,149,,0
2010,Padraig Harrington,CUT,74,75,--,--,149,,0
2010,Martin Kaymer,CUT,76,73,--,--,149,,0
2010,Bernhard Langer,CUT,71,78,--,--,149,,0
2010,Graeme McDowell,CUT,75,74,--,--,149,,0
2010,John Merrick,CUT,72,77,--,--,149,,0
2010,Mark O'Meara,CUT,75,74,--,--,149,,0
2010,Ryan Palmer,CUT,72,77,--,--,149,,0
2010,Nathan Smith,CUT,74,75,--,--,149,,0
2010,Brad Benjamin,CUT,73,77,--,--,150,,0
2010,Simon Dyson,CUT,77,73,--,--,150,,0
2010,Justin Leonard,CUT,75,75,--,--,150,,0
2010,Kevin Na,CUT,74,76,--,--,150,,0
2010,Alvaro Quiros,CUT,75,75,--,--,150,,0
2010,David Duval,CUT,76,75,--,--,151,,0
2010,Brian Gay,CUT,74,77,--,--,151,,0
2010,Todd Hamilton,CUT,74,77,--,--,151,,0
2010,Marc Leishman,CUT,72,79,--,--,151,,0
2010,Rory McIlroy,CUT,74,77,--,--,151,,0
2010,Edoardo Molinari,CUT,76,75,--,--,151,,0
2010,John Rollins,CUT,75,76,--,--,151,,0
2010,Oliver Wilson,CUT,78,73,--,--,151,,0
2010,Stewart Cink,CUT,76,76,--,--,152,,0
2010,Shingo Katayama,CUT,75,77,--,--,152,,0
2010,Louis Oosthuizen,CUT,75,77,--,--,152,,0
2010,Paul Casey,CUT,75,78,--,--,153,,0
2010,Ross Fisher,CUT,77,76,--,--,153,,0
2010,Rory Sabbatini,CUT,75,78,--,--,153,,0
2010,Vijay Singh,CUT,76,78,--,--,154,,0
2010,Chris Wood,CUT,78,76,--,--,154,,0
2010,Byeong Hun An,CUT,78,77,--,--,155,,0
2010,Ben Crenshaw,CUT,77,78,--,--,155,,0
2010,Chang-won Han,CUT,79,76,--,--,155,,0
2010,Sandy Lyle,CUT,69,86,--,--,155,,0
2010,Ben Martin,CUT,75,80,--,--,155,,0
2010,Henrik Stenson,CUT,80,75,--,--,155,,0
2010,Jim Furyk,CUT,80,76,--,--,156,,0
2010,Anders Hansen,CUT,80,77,--,--,157,,0
2010,Craig Stadler,CUT,79,78,--,--,157,,0
2010,Michael Campbell,CUT,83,81,--,--,164,,0
2010,Ian Woosnam,CUT,81,83,--,--,164,,0
2010,Thongchai Jaidee,W/D,74,--,--,--,74,,0
2009,Angel Cabrera,1,68,68,69,71,276,"$1,350,000 ",600
2009,Chad Campbell,T2,65,70,72,69,276,"$660,000 ",270
2009,Kenny Perry,T2,68,67,70,71,276,"$660,000 ",270
2009,Shingo Katayama,4,67,73,70,68,278,"$360,000 ",0
2009,Phil Mickelson,5,73,68,71,67,279,"$300,000 ",120
2009,Steve Flesch,T6,71,74,68,67,280,"$242,813 ",98
2009,John Merrick,T6,68,74,72,66,280,"$242,813 ",98
2009,Steve Stricker,T6,72,69,68,71,280,"$242,813 ",98
2009,Tiger Woods,T6,70,72,70,68,280,"$242,813 ",98
2009,Jim Furyk,T10,66,74,68,73,281,"$187,500 ",77
2009,Hunter Mahan,T10,66,75,71,69,281,"$187,500 ",77
2009,Sean O'Hair,T10,68,76,68,69,281,"$187,500 ",77
2009,Tim Clark,T13,68,71,72,71,282,"$150,000 ",66
2009,Camilo Villegas,T13,73,69,71,69,282,"$150,000 ",66
2009,Todd Hamilton,T15,68,70,72,73,283,"$131,250 ",60
2009,Geoff Ogilvy,T15,71,70,73,69,283,"$131,250 ",60
2009,Aaron Baddeley,T17,68,74,73,69,284,"$116,250 ",56
2009,Graeme McDowell,T17,69,73,73,69,284,"$116,250 ",0
2009,Nick Watney,19,70,71,71,73,285,"$105,000 ",53
2009,Stephen Ames,T20,73,68,71,74,286,"$71,400 ",46.5
2009,Paul Casey,T20,72,72,73,69,286,"$71,400 ",46.5
2009,Ryuji Imada,T20,73,72,72,69,286,"$71,400 ",46.5
2009,Trevor Immelman,T20,71,74,72,69,286,"$71,400 ",46.5
2009,Anthony Kim,T20,75,65,72,74,286,"$71,400 ",46.5
2009,Sandy Lyle,T20,72,70,73,71,286,"$71,400 ",46.5
2009,Rory McIlroy,T20,72,73,71,70,286,"$71,400 ",0
2009,Ian Poulter,T20,71,73,68,74,286,"$71,400 ",46.5
2009,Justin Rose,T20,74,70,71,71,286,"$71,400 ",46.5
2009,Rory Sabbatini,T20,73,67,70,76,286,"$71,400 ",46.5
2009,Stuart Appleby,T30,72,73,71,71,287,"$46,575 ",39
2009,Ross Fisher,T30,69,76,73,69,287,"$46,575 ",0
2009,Dustin Johnson,T30,72,70,72,73,287,"$46,575 ",39
2009,Larry Mize,T30,67,76,72,72,287,"$46,575 ",39
2009,Vijay Singh,T30,71,70,72,74,287,"$46,575 ",39
2009,Ben Curtis,T35,73,71,74,70,288,"$38,625 ",35
2009,Ken Duke,T35,71,72,73,72,288,"$38,625 ",35
2009,Padraig Harrington,T35,69,73,73,73,288,"$38,625 ",35
2009,Robert Allenby,T38,73,72,72,72,289,"$33,000 ",31.5
2009,Luke Donald,T38,73,71,72,73,289,"$33,000 ",31.5
2009,Sergio Garcia,T38,73,67,75,74,289,"$33,000 ",31.5
2009,Henrik Stenson,T38,71,70,75,73,289,"$33,000 ",0
2009,Bubba Watson,42,72,72,73,73,290,"$29,250 ",29
2009,Lee Westwood,43,70,72,70,79,291,"$27,750 ",0
2009,Dudley Hart,T44,72,72,73,76,293,"$25,500 ",26.5
2009,D.J. Trahan,T44,72,73,72,76,293,"$25,500 ",26.5
2009,Miguel Angel Jiménez,T46,70,73,78,73,294,"$21,850 ",0
2009,Kevin Sutherland,T46,69,76,77,72,294,"$21,850 ",24
2009,Mike Weir,T46,68,75,79,72,294,"$21,850 ",24
2009,Rocco Mediate,T49,73,70,78,77,298,"$19,200 ",21.5
2009,Andres Romero,T49,69,75,77,77,298,"$19,200 ",21.5
2009,Fred Couples,CUT,73,73,--,--,146,,0
2009,Ernie Els,CUT,75,71,--,--,146,,0
2009,Retief Goosen,CUT,75,71,--,--,146,,0
2009,José María Olazábal,CUT,71,75,--,--,146,,0
2009,Adam Scott,CUT,71,75,--,--,146,,0
2009,Jeev Milkha Singh,CUT,71,75,--,--,146,,0
2009,Richard Sterne,CUT,72,74,--,--,146,,0
2009,Stewart Cink,CUT,69,78,--,--,147,,0
2009,Robert Karlsson,CUT,73,74,--,--,147,,0
2009,Martin Kaymer,CUT,71,76,--,--,147,,0
2009,Søren Kjeldsen,CUT,76,71,--,--,147,,0
2009,Greg Norman,CUT,70,77,--,--,147,,0
2009,Reinier Saxton,CUT,75,72,--,--,147,,0
2009,Y.E. Yang,CUT,73,74,--,--,147,,0
2009,Briny Baird,CUT,73,75,--,--,148,,0
2009,K.J. Choi,CUT,76,72,--,--,148,,0
2009,Soren Hansen,CUT,72,76,--,--,148,,0
2009,Justin Leonard,CUT,75,73,--,--,148,,0
2009,Jack Newman,CUT,72,76,--,--,148,,0
2009,Oliver Wilson,CUT,73,75,--,--,148,,0
2009,Boo Weekley,CUT,73,76,--,--,149,,0
2009,Ian Woosnam,CUT,74,75,--,--,149,,0
2009,Ryo Ishikawa,CUT,73,77,--,--,150,,0
2009,Zach Johnson,CUT,70,80,--,--,150,,0
2009,Drew Kittleson,CUT,78,72,--,--,150,,0
2009,Bernhard Langer,CUT,70,80,--,--,150,,0
2009,Louis Oosthuizen,CUT,73,77,--,--,150,,0
2009,Brandt Snedeker,CUT,76,74,--,--,150,,0
2009,Mathew Goggin,CUT,74,77,--,--,151,,0
2009,Wen-Tang Lin,CUT,77,74,--,--,151,,0
2009,Mark O'Meara,CUT,75,76,--,--,151,,0
2009,Chez Reavie,CUT,75,76,--,--,151,,0
2009,Craig Stadler,CUT,77,74,--,--,151,,0
2009,Billy Mayfair,CUT,77,75,--,--,152,,0
2009,Alvaro Quiros,CUT,78,75,--,--,153,,0
2009,Prayad Marksaeng,CUT,70,84,--,--,154,,0
2009,Pat Perez,CUT,75,79,--,--,154,,0
2009,Carl Pettersson,CUT,75,79,--,--,154,,0
2009,Steve Wilson,CUT,79,75,--,--,154,,0
2009,Michael Campbell,CUT,80,75,--,--,155,,0
2009,Danny Lee,CUT,74,81,--,--,155,,0
2009,Fuzzy Zoeller,CUT,79,76,--,--,155,,0
2009,Ben Crenshaw,CUT,73,83,--,--,156,,0
2009,Tom Watson,CUT,74,83,--,--,157,,0
2009,Raymond Floyd,CUT,79,79,--,--,158,,0
2009,Gary Player,CUT,78,83,--,--,161,,0
2008,Trevor Immelman,1,68,68,69,75,280,"$1,350,000 ","4,950.00"
2008,Tiger Woods,2,72,71,68,72,283,"$810,000 ","2,970.00"
2008,Stewart Cink,T3,72,69,71,72,284,"$435,000 ","1,595.00"
2008,Brandt Snedeker,T3,69,68,70,77,284,"$435,000 ","1,595.00"
2008,Steve Flesch,T5,72,67,69,78,286,"$273,750 ","1,003.75"
2008,Padraig Harrington,T5,74,71,69,72,286,"$273,750 ","1,003.75"
2008,Phil Mickelson,T5,71,68,75,72,286,"$273,750 ","1,003.75"
2008,Miguel Angel Jiménez,T8,77,70,72,68,287,"$217,500 ",0
2008,Robert Karlsson,T8,70,73,71,73,287,"$217,500 ",0
2008,Andres Romero,T8,72,72,70,73,287,"$217,500 ",797.5
2008,Paul Casey,T11,71,69,69,79,288,"$172,500 ",632.5
2008,Nick Watney,T11,75,70,72,71,288,"$172,500 ",632.5
2008,Lee Westwood,T11,69,73,73,73,288,"$172,500 ",632.5
2008,Stuart Appleby,T14,76,70,72,71,289,"$135,000 ",495
2008,Sean O'Hair,T14,72,71,71,75,289,"$135,000 ",495
2008,Vijay Singh,T14,72,71,72,74,289,"$135,000 ",495
2008,Retief Goosen,T17,71,71,72,76,290,"$112,500 ",412.5
2008,Henrik Stenson,T17,74,72,72,72,290,"$112,500 ",0
2008,Mike Weir,T17,73,68,75,74,290,"$112,500 ",412.5
2008,Brian Bateman,T20,69,76,72,74,291,"$84,300 ",309.1
2008,Zach Johnson,T20,70,76,68,77,291,"$84,300 ",309.1
2008,Justin Leonard,T20,72,74,72,73,291,"$84,300 ",309.1
2008,Bubba Watson,T20,74,71,73,73,291,"$84,300 ",309.1
2008,Boo Weekley,T20,72,74,68,77,291,"$84,300 ",309.1
2008,Stephen Ames,T25,70,70,77,75,292,"$54,844 ",201.09
2008,Angel Cabrera,T25,73,72,73,74,292,"$54,844 ",201.09
2008,J.B. Holmes,T25,73,70,73,76,292,"$54,844 ",201.09
2008,Arron Oberholser,T25,71,70,74,77,292,"$54,844 ",201.09
2008,Ian Poulter,T25,70,69,75,78,292,"$54,844 ",201.09
2008,Adam Scott,T25,75,71,70,76,292,"$54,844 ",201.09
2008,Jeev Milkha Singh,T25,71,74,72,75,292,"$54,844 ",0
2008,Richard Sterne,T25,73,72,73,74,292,"$54,844 ",0
2008,Nick Dougherty,T33,74,69,74,76,293,"$42,375 ",0
2008,Jim Furyk,T33,70,73,73,77,293,"$42,375 ",155.38
2008,Heath Slocum,T33,71,76,77,69,293,"$42,375 ",155.38
2008,Todd Hamilton,T36,74,73,75,73,295,"$36,875 ",135.21
2008,Justin Rose,T36,68,78,73,76,295,"$36,875 ",135.21
2008,Johnson Wagner,T36,72,74,74,75,295,"$36,875 ",135.21
2008,Niclas Fasth,T39,75,70,76,75,296,"$33,000 ",0
2008,Geoff Ogilvy,T39,75,71,76,74,296,"$33,000 ",121
2008,K.J. Choi,41,72,75,78,73,298,"$30,750 ",112.75
2008,Robert Allenby,T42,72,74,72,81,299,"$28,500 ",104.5
2008,David Toms,T42,73,74,72,80,299,"$28,500 ",104.5
2008,Ian Woosnam,44,75,71,76,78,300,"$26,250 ",0
2008,Sandy Lyle,45,72,75,78,77,302,"$24,750 ",90.75
2008,Aaron Baddeley,CUT,75,73,--,--,148,,0
2008,Michael Campbell,CUT,77,71,--,--,148,,0
2008,Fred Couples,CUT,76,72,--,--,148,,0
2008,Luke Donald,CUT,73,75,--,--,148,,0
2008,Ernie Els,CUT,74,74,--,--,148,,0
2008,Sergio Garcia,CUT,76,72,--,--,148,,0
2008,Charles Howell III,CUT,78,70,--,--,148,,0
2008,Martin Kaymer,CUT,76,72,--,--,148,,0
2008,Toru Taniguchi,CUT,76,72,--,--,148,,0
2008,Brett Wetterich,CUT,73,75,--,--,148,,0
2008,Jonathan Byrd,CUT,75,74,--,--,149,,0
2008,Jerry Kelly,CUT,72,77,--,--,149,,0
2008,Hunter Mahan,CUT,77,72,--,--,149,,0
2008,Nick O'Hern,CUT,74,75,--,--,149,,0
2008,Mark O'Meara,CUT,71,78,--,--,149,,0
2008,Rory Sabbatini,CUT,75,74,--,--,149,,0
2008,Craig Stadler,CUT,77,72,--,--,149,,0
2008,Daniel Chopra,CUT,72,78,--,--,150,,0
2008,Ben Curtis,CUT,75,75,--,--,150,,0
2008,Trip Kuehne,CUT,78,72,--,--,150,,0
2008,Shaun Micheel,CUT,76,74,--,--,150,,0
2008,John Rollins,CUT,77,73,--,--,150,,0
2008,Steve Stricker,CUT,73,77,--,--,150,,0
2008,Camilo Villegas,CUT,73,77,--,--,150,,0
2008,Tom Watson,CUT,75,75,--,--,150,,0
2008,Bernhard Langer,CUT,74,77,--,--,151,,0
2008,José María Olazábal,CUT,76,75,--,--,151,,0
2008,John Senden,CUT,80,71,--,--,151,,0
2008,Vaughn Taylor,CUT,75,76,--,--,151,,0
2008,Michael Thompson,CUT,73,78,--,--,151,,0
2008,Woody Austin,CUT,79,73,--,--,152,,0
2008,Tim Clark,CUT,77,75,--,--,152,,0
2008,Ben Crenshaw,CUT,75,77,--,--,152,,0
2008,Richard Green,CUT,77,75,--,--,152,,0
2008,Shingo Katayama,CUT,79,73,--,--,152,,0
2008,Peter Lonard,CUT,71,81,--,--,152,,0
2008,Mark Calcavecchia,CUT,73,80,--,--,153,,0
2008,Soren Hansen,CUT,75,78,--,--,153,,0
2008,D.J. Trahan,CUT,76,77,--,--,153,,0
2008,Scott Verplank,CUT,77,76,--,--,153,,0
2008,Raymond Floyd,CUT,80,74,--,--,154,,0
2008,Wen-Chong Liang,CUT,76,78,--,--,154,,0
2008,Anders Hansen,CUT,80,75,--,--,155,,0
2008,Drew Weaver,CUT,76,80,--,--,156,,0
2008,Steve Lowery,CUT,81,76,--,--,157,,0
2008,Larry Mize,CUT,77,81,--,--,158,,0
2008,Fuzzy Zoeller,CUT,81,79,--,--,160,,0
2008,Gary Player,CUT,83,78,--,--,161,,0
2008,Prayad Marksaeng,W/D,82,--,--,--,82,,0
2007,Zach Johnson,1,71,73,76,69,289,"$1,305,000 ","4,950.00"
2007,Retief Goosen,T2,76,76,70,69,291,"$541,333 ","2,053.33"
2007,Rory Sabbatini,T2,73,76,73,69,291,"$541,333 ","2,053.33"
2007,Tiger Woods,T2,73,74,72,72,291,"$541,333 ","2,053.33"
2007,Jerry Kelly,T5,75,69,78,70,292,"$275,500 ","1,045.00"
2007,Justin Rose,T5,69,75,75,73,292,"$275,500 ","1,045.00"
2007,Stuart Appleby,T7,75,70,73,75,293,"$233,812 ",886.88
2007,Padraig Harrington,T7,77,68,75,73,293,"$233,812 ",886.88
2007,David Toms,9,70,78,74,72,294,"$210,250 ",797.5
2007,Paul Casey,T10,79,68,77,71,295,"$181,250 ",0
2007,Luke Donald,T10,73,74,75,73,295,"$181,250 ",687.5
2007,Vaughn Taylor,T10,71,72,77,75,295,"$181,250 ",687.5
2007,Tim Clark,T13,71,71,80,74,296,"$135,937 ",515.63
2007,Jim Furyk,T13,75,71,76,74,296,"$135,937 ",515.63
2007,Ian Poulter,T13,75,75,76,70,296,"$135,937 ",515.63
2007,Vijay Singh,T13,73,71,79,73,296,"$135,937 ",515.63
2007,Stewart Cink,T17,77,75,75,70,297,"$108,750 ",412.5
2007,Tom Pernice Jr.,T17,75,72,79,71,297,"$108,750 ",412.5
2007,Henrik Stenson,T17,72,76,77,72,297,"$108,750 ",412.5
2007,Mark Calcavecchia,T20,76,71,78,73,298,"$84,462 ",320.38
2007,Lucas Glover,T20,74,71,79,74,298,"$84,462 ",320.38
2007,John Rollins,T20,77,74,76,71,298,"$84,462 ",320.38
2007,Mike Weir,T20,75,72,80,71,298,"$84,462 ",320.38
2007,Stephen Ames,T24,76,74,77,72,299,"$63,800 ",242
2007,Phil Mickelson,T24,76,73,73,77,299,"$63,800 ",242
2007,Geoff Ogilvy,T24,75,70,81,73,299,"$63,800 ",242
2007,K.J. Choi,T27,75,75,74,76,300,"$53,650 ",203.5
2007,Davis Love III,T27,72,77,77,74,300,"$53,650 ",203.5
2007,Adam Scott,T27,74,78,76,72,300,"$53,650 ",203.5
2007,Fred Couples,T30,76,76,78,71,301,"$43,085 ",163.43
2007,Charles Howell III,T30,75,77,75,74,301,"$43,085 ",163.43
2007,Robert Karlsson,T30,77,73,79,72,301,"$43,085 ",0
2007,Scott Verplank,T30,73,77,76,75,301,"$43,085 ",163.43
2007,Lee Westwood,T30,79,73,72,77,301,"$43,085 ",163.43
2007,Dean Wilson,T30,75,72,76,78,301,"$43,085 ",163.43
2007,Y.E. Yang,T30,75,74,78,74,301,"$43,085 ",0
2007,Angel Cabrera,T37,77,75,79,71,302,"$31,900 ",121
2007,J.J. Henry,T37,71,78,77,76,302,"$31,900 ",121
2007,Tim Herron,T37,72,75,83,72,302,"$31,900 ",121
2007,Rod Pampling,T37,77,75,74,76,302,"$31,900 ",121
2007,Jeev Milkha Singh,T37,72,75,76,79,302,"$31,900 ",0
2007,Brett Wetterich,T37,69,73,83,77,302,"$31,900 ",121
2007,Sandy Lyle,43,79,73,80,71,303,"$26,825 ",101.75
2007,Bradley Dredge,T44,75,70,76,83,304,"$22,533 ",0
2007,David Howell,T44,70,75,82,77,304,"$22,533 ",85.47
2007,Miguel Angel Jiménez,T44,79,73,76,76,304,"$22,533 ",0
2007,Shingo Katayama,T44,79,72,80,73,304,"$22,533 ",0
2007,José María Olazábal,T44,74,75,78,77,304,"$22,533 ",85.47
2007,Jeff Sluman,T49,76,75,79,75,305,"$18,560 ",70.4
2007,Craig Stadler,T49,74,73,79,79,305,"$18,560 ",70.4
2007,Brett Quigley,51,76,76,79,75,306,"$17,835 ",67.65
2007,Aaron Baddeley,T52,79,72,76,80,307,"$17,255 ",65.45
2007,Carl Pettersson,T52,76,76,79,76,307,"$17,255 ",65.45
2007,Rich Beem,54,71,81,75,81,308,"$16,820 ",63.8
2007,Ben Crenshaw,T55,76,74,84,75,309,"$16,530 ",62.7
2007,Niclas Fasth,T55,77,75,77,80,309,"$16,530 ",0
2007,Trevor Immelman,T55,74,77,81,77,309,"$16,530 ",62.7
2007,Arron Oberholser,58,74,76,84,76,310,"$16,240 ",61.6
2007,Billy Mayfair,59,76,75,83,77,311,"$16,095 ",61.05
2007,Fuzzy Zoeller,60,74,78,79,82,313,"$15,950 ",60.5
2007,Michael Campbell,CUT,76,77,--,--,153,,0
2007,Chris DiMarco,CUT,75,78,--,--,153,,0
2007,Colin Montgomerie,CUT,76,77,--,--,153,,0
2007,Mark O'Meara,CUT,77,76,--,--,153,,0
